"filename", "language", "JavaScript", "JSON", "Markdown", "YAML", "JavaScript React", "SCSS", "HTML", "XML", "CSS", "Less", "comment", "blank", "total"
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/layout/Sidebar/style.module.scss", "SCSS", 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 1, 28, 187
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/layout/SubBar/index.jsx", "JavaScript React", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 5, 63
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/layout/SubBar/style.module.scss", "SCSS", 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 1, 17, 131
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/layout/TopBar/UserMenu/index.jsx", "JavaScript React", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 8, 61
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/layout/TopBar/UserMenu/style.module.scss", "SCSS", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 9, 57
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/layout/TopBar/index.jsx", "JavaScript React", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 4, 33
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/layout/TopBar/style.module.scss", "SCSS", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 34
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Auth/ForgotPassword/index.jsx", "JavaScript React", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 7, 77
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Auth/Login/index.jsx", "JavaScript React", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 6, 100
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Auth/RegByEmail/index.jsx", "JavaScript React", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 14, 135
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Auth/RestorePassword/index.jsx", "JavaScript React", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 9, 112
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Auth/style.module.scss", "SCSS", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 2, 12, 74
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Errors/404/index.jsx", "JavaScript React", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Errors/500/index.jsx", "JavaScript React", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 3, 57
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/system/Errors/style.module.scss", "SCSS", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 5, 27
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/DefaultModal/index.jsx", "JavaScript React", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 7, 50
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/DefaultModal/styles.module.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Drawers/index.jsx", "JavaScript React", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 6, 45
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/IntakeLog/IntakeReceiptLogModal/index.jsx", "JavaScript React", 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 10, 246
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/IntakeLog/IntakeReceiptLogModal/styles.module.scss", "SCSS", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 5, 33
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Inventory/ControlTube/index.jsx", "JavaScript React", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 3, 56
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Inventory/ControlTube/styles.module.scss", "SCSS", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 8, 39
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Inventory/index.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Modals/Confirm/index.jsx", "JavaScript React", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 9, 36
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Modals/HelperModal/index.jsx", "JavaScript React", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 10, 57
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Modals/index.jsx", "JavaScript React", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 6, 31
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Pools/PoolTable/index.jsx", "JavaScript React", 0, 0, 0, 0, 277, 0, 0, 0, 0, 0, 46, 15, 338
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Pools/PoolTable/styles.module.scss", "SCSS", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 11, 46
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Rackboard/index.jsx", "JavaScript React", 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 17, 327
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Rackboard/styles.module.scss", "SCSS", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 9, 45
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Scans/InvalidateModal/index.jsx", "JavaScript React", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 5, 80
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Scans/InvalidateModal/style.module.scss", "SCSS", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 6, 28
"/Users/alexeimairyn/Desktop/MakeLite/lims-admin/src/components/widgets/Scans/PoolStatistic/index.jsx", "JavaScript React", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 5, 58
